text,depressive
"Asu feels more like me.
I want to gain my love for pepper again!
Just feel like she'll get lost if I redesign her.
Like her identity will disappear, and it won't be her anymore.
I'm struggling with her redesign.
I feel like a part of me will disappear.
I've had her for 7 years!",0
"Nor do your abnormal lab results necessarily disappear when your symptoms do. I have intermittent symptoms and intermittently abnormal lab results, but they’ve only ever coincided once, and my doctors still want them to be causally related 😭",0
can monkeypox go disappear like a young scientist’s cancer research 😒😒 i want to travel,0
"Most political discourse would simply disappear if we stopped politicizing bodies. My body, my gender identity, my gender expression literally harms 0 people. I just want to poop, names are just sounds we agree to answer to and whatever adult I decide to love and/or fuck is none of your businesses.",0
Is it wrong I want to disappear from everyone for real for real until my birthday? I don’t wanna go nowhere or do anything. I wanna bake.,0
"I can't/won't get too interested or invested in Nevermore Mk. II until it's fully formed and active, but reading this makes me think there will be drama in the form of an inevitable Jim Sheppard  response to this ""open letter"" from Van Williams and Jeff Loomis.

www.facebook.com/share/p/13Ut...",0
"I feel bad that it's the way it is and I want to disappear, but I think it's okay",0
"We barely dmed today, she showed me her music and i liked it, i didn’t dm her funny videos, or cool memes.
None of that. 
I just want to disappear",0
"I haven't posted to X for a while. I don't miss it. I'm pissed that Meta is making the platforms dangerous for many people. I do not need to scroll through them, but do I want my differing takes to disappear entirely for people who haven't found alternative platforms? It's an interesting Q. ",0
"I get it, I really do but I would honestly prefer for the word to just completely disappear since racists will still use it regardless of what we want.
You would be surprised by the lengths humanity is willing to go to justify being bastards.",0
I don't want to leave the winery.... He will disappear.... God I need a life 😂,0
.. but it's still.. no matter what was done.. i feel bad about social networks.. i feel fine about what im doing.. i want to disappear from everywhere.. nothing bad is happening.. people are good with me.. but.. i want to hide.. i feel anxious and exhausted almost all the time..,0
I just want to disappear,0
"Stopped at the lake and stood in the sleet and put my hands in the water for as long as I could stand the cold. 

Do recommend but you WILL want to disappear under the icy waves indefinitely.",0
"A Vinay Prasad ""analysis"" is like citing Exxon for global warming studies. I get that there is a lot of conflicting data on prevalence, but this author has an anti-vaxx agenda and has been widely discredited. There are many who want the LC problem to disappear- acknowledging reality is expensive.",0
"Every so often i hit an incredibly short manic phase where i want to do everything and suddenly i want to message everyone i lost contact with, but then if i do, in a day or two when the manic phase is over, i get overwhelmed with all of it and disappear again.",0
"i don't want to waste another moment holding democrats accountable, i want them to disappear from the pages of time and stop sucking up all the oxygen that could go into real organizing",0
,0
"Also like many others I did *not* want Biden to step aside in favor of a younger candidate, thinking it couldn’t be done cleanly, but did magically want the age issue to disappear.",0
"My first day working at NXT, I was introduced to Norman Smiley and being the incredibly kind person he is said “Glad you’re here, Brad.” To which I said “I’m glad you’re here too.” And while not the most awkward way to respond to that, I did want to immediately disappear.",0
"I was cleaning out some space today, came across a stash of my old art from... no later than 2012, likely from 2008~10.

I want to curl into a ball and disappear, looking at all of this again. They aren't properly dated, but I can *still* identify what hyperfixation I going through at that time. 🫠",0
"HE WILL DISAPPEAR IN 2 DAYS.

WANT TO SAY YOU WERE HERE BEFORE DEBUT? HOP IN.

Plus I wanna talk with you guys hehe👉👈

www.twitch.tv/tygarre",0
"This one of those pieces of music I just want to disappear into. Phillip Glass is a modern master, www.youtube.com/watch?v=xu4X...",0
Yes! It is weird. I wish people would tell me what I did if there was something I’d done wrong. It makes me want to give up too. Like what’s the point? If I’m not wanted anywhere then I guess I can just disappear.,0
🎵 So show me 🎵,0
I don’t know what’s going on either but I’m here for you and don’t want you to disappear,0
"Nope, 🍊💩. I want you and your ilk to disappear in a puff of diarrhea-scented smoke.",0
"Therefore if you don't want to see people desperately trying to fundraise to survive on your feed then there a key words you can mute to make them disappear.

It's evil and malicious to report these accounts to get them deleted and I hope eternal damnation exists for every person who's doing it.",0
I think my assumption is always that other people are busy when they disappear from social media. I don’t want to bother them. and it could be that that’s how other people see me too. not necessarily that they don’t care (though that’s how it feels a lot of the time) but we all have our own lives,0
"Starter packs are great and so valuable for trustworthy connections. But, sorry, all I want for Christmas is for this 🍊 nightmare to disappear. 😔💙",0
"like seriously i do not get it anymore, i think i just lowkey want to disappear but then again with a name like henchosis i sorta dont. i like wdy, i really, really do, but the people are so insufferable to interact with let alone witness and it's sort of destroying my perception on the fandom",0
it just makes me want to restrict as much as possible in hopes it'll magically disappear. i could live with my knees being how they are if my stomach was flat. but it's never going to be flat no matter how much weight i lose bc! it's all loose skin!,0
"Top 5 albums of 2024:

1. Charli XCX - Brat
2. Porter Robinson - Smile! :D
3. Knocked Loose - You Won’t Go Before You’re Supposed To
4. The Story So Far - I Want to Disappear
5. Justice - Hyperdrama",0
"I want most of all for my lifetime portfolio of images to serve as ""a landscape photographer's documentation of climate change"". My dream would be to work with scientists in remote corners of the world, showing people the most fragile landscapes as they disappear. Show people what's worth saving...",0
"Starting to feel annoying again, which makes me want to disappear again... I'm trying so hard to feel like I can be part of a group, but once again I am feeling like people just don't like me. People already block me because apparently I'm ""too nice."" I don't know what I should be.",0
I’m glad I have no friends on here. I HATE my life. I HATE my job. My dog is dying and she is my only family. I want to disappear. I wish someone would just hit me head on in my car and end this.,0
"because they like me i think
im so afraid people dont actually like me and the urge to just disappear and block everyone sounds tempting sometimes but i know i cant not only because i dont want to hurt anybody, but because i know i would come crawling back to them anyways",0
"i can saw 
a woman in two
but you won't want to look 
in the box when i do
i can make love 
disappear
for my next trick 
i'll need a volunteer",0
i want to go into the lens box and disappear,0
"Periodically I want to suggest to white men that their opinions, especially their negative ones, are perhaps not needed in the public square; then I think about it and disappear in a puff of demihypocrisy.",0
"i just can't stand the whole ""replies bump threads back to the top"" shit and i don't want to have to manually mute a million threads and spend my whole day doing that. i'm just gonna disappear and practice what the boomtown rats would call ""the fine art of surfacing""",0
"I don’t want to disappear, but it feels inevitable",0
I think I want to take a lil solo vacation next year. Visit some friends and disappear for a little while.,0
A warning in case you have a big iTunes library- when you use Apple Music it tries to integrate the two and does it poorly. It’s why I can’t switch- too many random mp3s and ripped live versions that I don’t want to disappear. (Files are still there just lost in the bowels of the laptop),0
"I never knew what number president we were on until Trump made ""45"" a thing.

I want the numbers to disappear again.",0
"I want you to know, your every footprint will never disappear.
Because,
""I Put You in My Memory Land""

6 days, digital oil
4000x4000 px | 300dpi | Photoshop
#illustration #concept #exercise #digitalpainting #artist #illustrationart",0
Trying to be more active... I got through phases where I don't want to have an online presence so like if I disappear sometimes that's why. For someone who likes to draw for other people I don't like attention on me in any way LOL... for a chronic yapper...,0
I constantly find myself asking why men disappear after saying they want to see me again after our first date. I can’t take this emotional pain anymore. Please stop getting my hopes up just to leave me!! I’ve been crying for weeks!!,0
"I just want to disappear. 

I should have ended it that day in Iraq.

Gods that IED should have taken me out.

I don't want to be here anymore.",0
everything in life lately has felt either sad or terrifying or both at the same time & I just want to disappear into a forest and live off grid. I am tired,0
all I want is to disappear' no... mafu...,0
sometimes u gotta just say ur wants out loud so they disappear from ur mind. cus what i REALLY want is to be listened to. above all things actually,0
"I just had 3 complete animations disappear from Blender due to crashing and non fake user actions simply deciding to not save. i'm so tired of all of this nonsense for a hobby that doesn't even provide for me. i really want to do this, but i REAALLY don't want to be here anymore...",0
"I hate when I get depressed, I just want to disappear for a bit :<",0
Go away! I just want to be left alone so I can disappear! I don't want your help!,0
"But also, I agree with your point. I've deleted the post, and will be following up with a record of the promise to make sure it doesn't just ""disappear"".

This was more of a personal commitment than a campaign promise, and I don't want it taking up too much space surrounding my candidacy.",0
I think I want to run away and disappear right about now.,0
"For 30 bucks, it is. Ubisoft map game but a fun time sink. I played it for like 12 hours and I return to it every so often when I want to tune out and just see dots disappear off a map whenever I complete a quest or something.",0
"Aren’t you curious on how it feels to serve me? 

To feel my control, to see the lust i can create, the weakness i will make of you, the puddle of sins you’ll create.

It truly is a mesmerizing feeling and once you feel it you will never want to disappear.",0
"Sometimes I forget how genuinely complete and utter dogshit Genshin Impact is as a video game.

I. Do. Not. Care. That. A. Character. Is. Involved. In. Another. Quest.

I. Want. To. Do. The. Quest. That. Will. Disappear. Forever. In. Three. Days.

LET ME ABANDON THIS OTHER FUCKASS QUEST THEN. Jesus.",0
"I have one good vein (back of right hand).  Arms are useless (hide, collapse, disappear).  I just end up with really bad bruising, and then they have to use my hand anyway... but they rarely want to go straight to the hand, even though I request it.  I insist now! No gushing though!  🤣🤣🤣",0
"I can tell you many in my city just want them to disappear. They will raise millions to hire lawyers and sue to stop the opening of shelters in their neighborhoods, and then whine when they see house-less people on the street.",0
“Everytime I want to disappear so my legacy can move forward in life. They keep bringing me back.”,0
"
The only thing this decades long MAGA crap had done to me is make me realize I love this country and I want to fight these MAGA traitors until they disappear “by any means necessary”.. 
they are all just deplorable people!
They need to be eradicated like vermin !
 @hakeem-jeffries.bsky.social",0
"Still nowhere near low enough.  When it gets to 10 cents, I’ll express a sigh of relief and say, “Still nowhere near low enough.” 
I want Tesla to go completely defunct and disappear into oblivion.",0
If you’re a Canadian and you currently support Pierre Poilievre and his fascist conservative government I want you to know that you’re dead to me and I wish you nothing but struggles and hardship to come. Country before party.  Ball up and show integrity or fuck off and disappear,0
"... Is that going to happen to the rest of us who join her on the dance floor? <_< ... ... ... I like this shirt, I don't want it to disappear too!

X3 Great work as always, love how this has come together",0
keep thinking i should go get a good massage or something because my body aches constantly but good lord the idea of being touched by a stranger makes me want to disappear into the woods forever,0
"Wait for it.

I didn't shut it all down because I didn't want them to be able to entirely disappear me.",0
"As everything I am falls apart, can I even be called Chtholly at this point? 

I'm heartbroken, hurt, and just so sad. But right now, I want to hold all these feelings close to my heart. Because the moment they disappear, too, there will be nothing left of me.""",0
"i’m just so done. i can’t keep having nights like this. i don’t know what i’m doing and some nights i just want to burn every little vestige of me and disappear. it’s truly unbearable some nights and i just, i need something to change but somehow this is the biggest constant of my life",0
"Despite what various dieting apps advertise at me, I do not want my love handles to disappear. I want them to pull away from my body and form loops. They will be flying buttresses of flesh. My body is not a temple, it is a haunted cathedral.
Let the spirits play and pray.

#mpotd",0
"She has said that it's meant for readers that have ever thought ""I want to disappear"" so I'm sure it's going to kick ass.",0
"For those wondering why I often disappear for large amounts of time from social platforms such as Discord well I have some unfortunate news y'all don't have to read if you don't want to 
(people know this story if they follow me on Twitter and have seen the post)
This will be continued in comments",0
"At this point, I don't want anything anymore.

Usually people associate suicidality with emotion and affect. But I feel incredibly calm. And I don't want to die out of rage at the world or self-loathing.

I just need to disappear. Because I want absolutely nothing more from this physical reality.",0
"People I looked up to sharing jokey joke memes using, and therefore normalizing, AI chat bots make me want to disappear into the woods and never talk to anyone again.",0
"Can I please get off this rock ! Hell.... Trump was re elected , aliens live in the ocean, and I just want to drink my dunkin and disappear!",0
kind of just want to disappear. everyone would be better off thats for sure. im not missed now & i wont be if im just gone so whatever,0
"Same, but i want the next 4 years to disappear in my mind",0
keep thinking i should go get a good massage or something because my body aches constantly but good lord the idea of being touched by a stranger makes me want to disappear into the woods forever,0
i want to disappear from this world,0
"4 albums u think are perfect 

if i ever get one of these and DONT put a pierce the veil album in the list assume it's an imposter and not me",0
I support the travel advisories and agree it's good to avoid the state for events. But the hostile folks here want us to disappear and run away. Doing so is not that different from voluntary complying with fascism that we deride in others (like university administrators).,0
"Only twenty years late on this one. Digging it so far. Campion’s directing feels very intentional, like it doesn’t want to disappear, doesn’t want to just be the delivery method. I like that.",0
"So honestly, I dont want to see these guys lose all their roles and just disappear. It's not fair to me, as a consumer and as a supporter. It's like if I owned a fine china shop, and you came in and smashed all my wares, do I just let you leave? Or do I make you glue them all back together?",0
"─ ""𝒜ll my friends are doing things
It's good for them, but I'm nothing
𝒮ummer depression comes every year
I just want to disappear .. """,0
i hate myself i want to disappear,0
I want them to disappear,0
"valentines day is getting closer and I want to disappear

I'll probably go offline for a while in that case",0
"Yeah I think I see where I want wrong, I checked my notifications to see if they'd disappeared and forgot that they also disappear when someone detaches/detags a post.",0
"Of the Republicans I know or have known, plenty of them take anti-depressants or ADHD meds-- they don't want those to disappear. Plenty of them are counting on or expect to count on social security. Most benefit from the ACA & some from Medicaid. 🧵",0
"But also-

""I DO NOT WANT ANYONE MISTAKING ME FOR WHAT I LOOK LIKE.""

White, middle-class, college-educated, adorable, natural-born citizen.

It's so easy- too easy- to let my queerness & invisible disabilities disappear utterly to anyone that passes by.",0
"I want my man to be a problem solver, when I come to him with a problem and he make it all disappear.",0
"I'm getting to the point where I need to have a notebook on me at all times, but even that doesn't always work. If I don't stop and immediately write ideas down, more often than not they just disappear. This is probably why I'll never write a book like I want to and also why I can't run a TTRPG well",0
"I was doing better for a bit but my extreme anxiety is back in force and I'm back to thinking everyone hates me

I'm so tired if feeling like this, I just want to disappear",0
"Thank youuuu 🫶 
Almost everyone in the ACGAS fandom on Twitter/X was taking about bluesky, so I had to try it out! I fear one day it could disappear, and I don’t want to lose contact to the fandom 😭",0
"I want them both to disappear off the face of the Earth, only way I can say it politely.",0
"let’s play a game: what’s your fic author starter pack? 

what are 4 fics (or fewer) that you’d tell people to read if they want to get to know you as a fic author? ignore hits, ignore kudos — simply vibe. 

here are mine",0
"I mean her's is my biggest concern but ideally I want EVERYONE back, I've loved how they portray their characters over the years and I've had some nice interactions with them on twitter, and to have all that disappear would sadden me greatly, I'll keep praying to the Archons that they'll return 🙏",0
Foster the people bem disse uma vez: sometimes I want to disappear,0
Thanks. I had friends (about 5) but last year ended with me planning to disappear (long story) so I removed everyone. I wouldn’t want you to go out of your way getting a game (even at my best I don’t have a lot of free time) but if you want to shoot the breeze at some point you’re welcome to.,0
Today hasn't been as bad as the bad dreams I had last night...but the reasons I had them are still real. I just want to disappear.,0
I mean we can do the 'everything's subjective' discourse if you want but despite that people seem to appreciate reviews & critical engagement & some games have a great reputation while most disappear largely unplayed,0
Some nights I just want to disappear forever 😞,0
Honestly stuff like this freaks me out and again am so glad i dont have a huge internet presence but now this makes me want to disappear further.,0
"had a rough autistic meltdown, feel changed by a lot in the last few weeks, feel like i don’t know anything or who is really who anymore or if i’m really doing anything that will ever effectively help anyone and i just want to disappear but

i made and ate delicious food 
that’s calmed me down a lot",0
"I totally understand what you mean! Imposter syndrome is brutal, and it’s disheartening when people love a painting and say they want a print, only to disappear when you make prints available. I’ve had that happen multiple times.",0
"Today was a rough mental health day for me. I miss my mom, I doubt who I am, and I don’t feel seen. I want to curl up in a ball and disappear but what will that accomplish. I just have to keep going forward. Hope to feel attractive again soon.",0
"They want someone who enjoys causing pain. They want their -he’s-not-like-me neighbour to disappear. They want to steal and murder and rape and laugh when they’re done.
I don’t know what to do next.
I want to scream and cry and never talk to anyone ever again and I want to cuddle.
3/",0
call me mafuyu the way I want to disappear,0
"I'm refusing to disappear from social media when I'm overwhelmed irl! I don't want old habits to kick in again, especially when I've been enjoying sharing things on bluesky :)",0
i don't want to disappear...,0
i want to like the scorched earth thing but it makes any replies you had in a thread disappear as well,0
If you have a mechanic that lets you disappear in one spot and then appear in another I want to play your game. More games should have disappearing and reappearing that shit is peak,0
Saaame here. I kind of want to show up at Thanksgiving fully presenting femme and freak them out then disappear forever lmao,0
i want u and ur whole academy to disappear xox,0
"The birds are going nuts on our bird feeder, it's lovely. This is all I want in life. I just want all the rest to disappear.",0
I want them all to disappear mysteriously.,0
"There is more than one reason I wouldn't block someone I'm ""harassing"" or vice versa.

For example, maybe I sincerely don't see it as harassment? 

Maybe I'm not actually that bothered? 

Or maybe, for any number of reasons, I don't want the entire thread to disappear?

Don't assume. LSAT 101.",0
"I don't want to see the Confederate States collapse or disappear. I just don't want to subsidize their under-taxed billionaires, corporations, or underpaid labor force. Nor do I want to live under the tyranny of fascism, racism, and zealotry.",0
